inchi,names,iupac_name,smiles,cid,record_ids,logBB,logBB_group,BBB+/BBB-,BBB+/BBB-_group,split
"InChI=1S/C28H37ClO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3/t16-,19-,20-,21-,25-,26-,27-,28-/m0/s1",Beclometasone-Dipropionate|Beclomethasone Dipropionate,"[2-[(8S,9R,10S,11S,13S,14S,16S,17R)-9-chloro-11-hydroxy-10,13,16-trimethyl-3-oxo-17-propanoyloxy-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate",CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,21700.0,R6:771,,,BBB+,C,training
"InChI=1S/C28H37ClO7/c1-6-7-24(34)36-28(23(33)15-35-17(3)30)16(2)12-21-20-9-8-18-13-19(31)10-11-25(18,4)27(20,29)22(32)14-26(21,28)5/h10-11,13,16,20-22,32H,6-9,12,14-15H2,1-5H3/t16-,20+,21+,22+,25+,26+,27+,28+/m1/s1",Icometasone-Enbutate|Icometasone Enbutate,"[(8S,9R,10S,11S,13S,14S,16R,17R)-17-(2-acetyloxyacetyl)-9-chloro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] butanoate",CCCC(=O)O[C@]1(C(=O)COC(C)=O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,65877.0,R6:868,,,BBB+,C,training
"InChI=1S/C28H37FO7/c1-15(2)24(34)36-28(23(33)14-35-17(4)30)16(3)11-21-20-8-7-18-12-19(31)9-10-25(18,5)27(20,29)22(32)13-26(21,28)6/h9-10,12,15-16,20-22,32H,7-8,11,13-14H2,1-6H3/t16-,20-,21-,22-,25-,26-,27-,28-/m0/s1",Betamethasone-Acibutate|Betamethasone Acibutate,"[(8S,9R,10S,11S,13S,14S,16S,17R)-17-(2-acetyloxyacetyl)-9-fluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] 2-methylpropanoate",CC(=O)OCC(=O)[C@@]1(OC(=O)C(C)C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,111080.0,R6:774,,,BBB+,C,training
"InChI=1S/C28H37FO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3/t16-,19+,20+,21+,25+,26+,27+,28+/m1/s1",Dexamethasone-Dipropionate|Dexamethasone Dipropionate,"[2-[(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-17-propanoyloxy-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate",CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,63049.0,R6:817,,,BBB+,C,training
"InChI=1S/C28H37FO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3/t16-,19-,20-,21-,25-,26-,27-,28-/m0/s1",Betamethasone-Dipropionate|Betamethasone Dipropionate,"[2-[(8S,9R,10S,11S,13S,14S,16S,17R)-9-fluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-17-propanoyloxy-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate",CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,21800.0,R6:776,,,BBB+,C,training
"InChI=1S/C28H37N3O3/c1-4-34-20-19-31-25-8-6-5-7-24(25)29-26(31)22-14-17-30(18-15-22)16-13-21-9-11-23(12-10-21)28(2,3)27(32)33/h5-12,22H,4,13-20H2,1-3H3,(H,32,33)",Bilastine,2-[4-[2-[4-[1-(2-ethoxyethyl)benzimidazol-2-yl]piperidin-1-yl]ethyl]phenyl]-2-methylpropanoic acid,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,185460.0,R23:395,,,BBB-,C,training
"InChI=1S/C28H37N5O7/c1-17(2)12-23(28(39)40)33-27(38)22(14-18-6-4-3-5-7-18)32-25(36)16-30-24(35)15-31-26(37)21(29)13-19-8-10-20(34)11-9-19/h3-11,17,21-23,34H,12-16,29H2,1-2H3,(H,30,35)(H,31,37)(H,32,36)(H,33,38)(H,39,40)/t21-,22-,23-/m0/s1",Enkephalin|Leucine Enkephalin,(2S)-2-[[(2S)-2-[[2-[[2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylpentanoic acid,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,461776.0,R51:47,,,BBB-,C,training
"InChI=1S/C28H37NO4/c1-5-25(2,30)20-15-26-10-11-28(20,32-4)24-27(26)12-13-29(16-17-6-7-17)21(26)14-18-8-9-19(31-3)23(33-24)22(18)27/h8-11,17,20-21,24,30H,5-7,12-16H2,1-4H3","Homprenorphine|2-[5-(Cyclopropylmethyl)-11,15-Dimethoxy-13-Oxa-5-Azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]Icosa-8(20),9,11,18-Tetraen-16-Yl]Butan-2-Ol","2-[5-(cyclopropylmethyl)-11,15-dimethoxy-13-oxa-5-azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]icosa-8(20),9,11,18-tetraen-16-yl]butan-2-ol",CCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC)ccc5c4C12CCN(CC1CC1)C3C5,3084250.0,R6:1042,,,BBB+,C,training
"InChI=1S/C28H38N4O/c29-27(33)28(31-18-6-1-7-19-31)15-21-30(22-16-28)17-8-20-32-25-11-4-2-9-23(25)13-14-24-10-3-5-12-26(24)32/h2-5,9-12H,1,6-8,13-22H2,(H2,29,33)",Carpipramine,"1-[3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl]-4-piperidin-1-ylpiperidine-4-carboxamide",NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,2580.0,R6:504|R14:36|R23:40,,,BBB+,C,training
"InChI=1S/C28H39FO5/c1-5-6-7-8-24(33)34-15-23(32)25-16(2)11-19-18-13-21(29)20-12-17(30)9-10-27(20,3)26(18)22(31)14-28(19,25)4/h9-10,12,16,18-19,21-22,25-26,31H,5-8,11,13-15H2,1-4H3/t16-,18+,19+,21+,22+,25-,26-,27+,28+/m1/s1",Fluocortolone-Caproate|Fluocortolone Caproate,"[2-[(6S,8S,9S,10R,11S,13S,14S,16R,17S)-6-fluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] hexanoate",CCCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,20054915.0,R6:849,,,BBB+,C,training
"InChI=1S/C28H40N4O5/c1-5-6-14-31-24(33)22-26(35)32(27(36)23(25(31)34)28(22,2)3)15-10-9-13-29-16-18-30(19-17-29)20-11-7-8-12-21(20)37-4/h7-8,11-12,22-23H,5-6,9-10,13-19H2,1-4H3",Umespirone,"3-butyl-7-[4-[4-(2-methoxyphenyl)piperazin-1-yl]butyl]-9,9-dimethyl-3,7-diazabicyclo[3.3.1]nonane-2,4,6,8-tetrone",CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C,65902.0,R6:1171,,,BBB+,C,test
"InChI=1S/C28H40O7/c1-5-7-24(33)35-28(22(31)16-34-23(32)6-2)13-11-20-19-9-8-17-14-18(29)10-12-26(17,3)25(19)21(30)15-27(20,28)4/h14,19-21,25,30H,5-13,15-16H2,1-4H3/t19-,20-,21?,25?,26-,27-,28-/m0/s1",Hydrocortisone-Buteprate|Hydrocortisonbuteprat,"[(8S,10R,13S,14S,17R)-11-hydroxy-10,13-dimethyl-3-oxo-17-(2-propanoyloxyacetyl)-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] butanoate",CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3C(O)C[C@@]21C,25199585.0,R6:797,,,BBB+,C,training
"InChI=1S/C28H40O7/c1-6-7-24(33)35-28(23(32)15-34-17(3)29)11-9-20-19-12-16(2)21-13-18(30)8-10-26(21,4)25(19)22(31)14-27(20,28)5/h13,16,19-20,22,25,31H,6-12,14-15H2,1-5H3/t16-,19-,20-,22-,25+,26-,27-,28-/m0/s1",Amebucort,"[(6S,8S,9S,10R,11S,13S,14S,17R)-17-(2-acetyloxyacetyl)-11-hydroxy-6,10,13-trimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] butanoate",CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3086167.0,R6:769,,,BBB+,C,training
"InChI=1S/C28H42N4O9/c1-4-7-14-38-18-21(40-25(29)35)16-31-23(33)28(6-3,20-12-10-9-11-13-20)24(34)32(27(31)37)17-22(41-26(30)36)19-39-15-8-5-2/h9-13,21-22H,4-8,14-19H2,1-3H3,(H2,29,35)(H2,30,36)",Difebarbamate,"[1-butoxy-3-[3-(3-butoxy-2-carbamoyloxypropyl)-5-ethyl-2,4,6-trioxo-5-phenyl-1,3-diazinan-1-yl]propan-2-yl] carbamate",CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,71880.0,R6:1645,,,BBB+,C,training
"InChI=1S/C28H44O/c1-19(2)20(3)9-10-22(5)26-15-16-27-23(8-7-17-28(26,27)6)12-13-24-18-25(29)14-11-21(24)4/h9-10,12-13,19-20,22,25-27,29H,4,7-8,11,14-18H2,1-3,5-6H3/b10-9+,23-12+,24-13-/t20-,22+,25-,26+,27-,28+/m0/s1",Ergocalciferol,"(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-1-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,5280793.0,R14:532|R23:567,,,BBB-,C,test
"InChI=1S/C28H44O2/c1-18(2)19(3)9-10-20(4)25-13-14-26-22(8-7-15-28(25,26)6)11-12-23-16-24(29)17-27(30)21(23)5/h9-12,18-20,24-27,29-30H,5,7-8,13-17H2,1-4,6H3/b10-9+,22-11+,23-12-/t19-,20+,24+,25+,26-,27-,28+/m0/s1",Doxercalciferol,"(1R,3S,5Z)-5-[(2E)-2-[(1R,3aS,7aR)-1-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,5281107.0,R23:537,,,BBB-,C,test
"InChI=1S/C28H44O3/c1-3-4-5-6-7-8-9-10-27(30)31-26-16-15-25-24-13-11-20-19-21(29)12-14-22(20)23(24)17-18-28(25,26)2/h19,22-26H,3-18H2,1-2H3/t22-,23+,24+,25-,26-,28-/m0/s1",Nandrolone Decanoate,"[(8R,9S,10R,13S,14S,17S)-13-methyl-3-oxo-2,6,7,8,9,10,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl] decanoate",CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,9677.0,R23:768,,,BBB-,C,training
"InChI=1S/C28H46O/c1-19(2)20(3)9-10-22(5)26-15-16-27-23(8-7-17-28(26,27)6)12-13-24-18-25(29)14-11-21(24)4/h9-10,12-13,19-22,25-27,29H,7-8,11,14-18H2,1-6H3/b10-9+,23-12+,24-13+/t20-,21-,22+,25-,26+,27-,28+/m0/s1",Dihydrotachysterol,"(1S,3E,4S)-3-[(2E)-2-[(1R,3aS,7aR)-1-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylcyclohexan-1-ol",CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C,5311071.0,R14:500|R23:526,,,BBB-,C,training
"InChI=1S/C28H54N8/c1-9-29-15-17-31-13-3-21-35(23-19-33-11-1)25-27-5-7-28(8-6-27)26-36-22-4-14-32-18-16-30-10-2-12-34-20-24-36/h5-8,29-34H,1-4,9-26H2",Plerixafor,"1-[[4-(1,4,8,11-tetrazacyclotetradec-1-ylmethyl)phenyl]methyl]-1,4,8,11-tetrazacyclotetradecane",c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,65015.0,R23:847,,,BBB-,C,test
"InChI=1S/C29H25N3O5/c1-32-13-10-29-20-7-9-23(36-28(34)19-5-3-12-31-16-19)26(29)37-25-22(8-6-17(24(25)29)14-21(20)32)35-27(33)18-4-2-11-30-15-18/h2-9,11-12,15-16,20-21,23,26H,10,13-14H2,1H3/t20-,21+,23-,26-,29-/m0/s1",Nicomorphine,"[(4R,4aR,7S,7aR,12bS)-3-methyl-9-(pyridine-3-carbonyloxy)-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-yl] pyridine-3-carboxylate",CN1CC[C@]23c4c5ccc(OC(=O)c6cccnc6)c4O[C@H]2[C@@H](OC(=O)c2cccnc2)C=C[C@H]3[C@H]1C5,5362460.0,R6:1066,,,BBB+,C,training
"InChI=1S/C29H26ClFN4O4S/c1-40(36,37)12-11-32-16-23-7-10-27(39-23)20-5-8-26-24(14-20)29(34-18-33-26)35-22-6-9-28(25(30)15-22)38-17-19-3-2-4-21(31)13-19/h2-10,13-15,18,32H,11-12,16-17H2,1H3,(H,33,34,35)","Lapatinib|Lapatinib, Gw 572016, Tykerb",N-[3-chloro-4-[(3-fluorophenyl)methoxy]phenyl]-6-[5-[(2-methylsulfonylethylamino)methyl]furan-2-yl]quinazolin-4-amine,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,208908.0,R23:699|R25:459|R26:236|R46:384,,,BBB-,C,test
"InChI=1S/C29H26N4O/c1-2-25(21-11-5-3-6-12-21)32-29(34)27-23-15-9-10-16-26(23)31-28(22-13-7-4-8-14-22)24(27)19-33-18-17-30-20-33/h3-18,20,25H,2,19H2,1H3,(H,32,34)/t25-/m0/s1",Skb-I,,CC[C@H](NC(=O)c1c(Cn2ccnc2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,R28:409,,,BBB-,B,training
"InChI=1S/C29H27F2NO3/c30-27-13-5-21(19-28(27)31)25-11-4-20-18-22(33)6-12-26(20)29(25)35-24-9-7-23(8-10-24)34-17-16-32-14-2-1-3-15-32/h4-13,18-19,33H,1-3,14-17H2","6-(3,4-Difluorophenyl)-5-(4-(2-(Piperidin-1-Yl)Ethoxy)Phenoxy)Naphthalen-2-Ol","6-(3,4-difluorophenyl)-5-[4-(2-piperidin-1-ylethoxy)phenoxy]naphthalen-2-ol",Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)c(F)c3)ccc2c1,44427374.0,R47:300,0.92,A,BBB+,A,training
"InChI=1S/C29H27F3N6O/c1-20-5-6-22(16-21(20)8-10-25-18-33-27-4-3-11-34-38(25)27)28(39)35-24-9-7-23(26(17-24)29(30,31)32)19-37-14-12-36(2)13-15-37/h3-7,9,11,16-18H,12-15,19H2,1-2H3,(H,35,39)",Ponatinib,"3-(2-imidazo[1,2-b]pyridazin-3-ylethynyl)-4-methyl-N-[4-[(4-methylpiperazin-1-yl)methyl]-3-(trifluoromethyl)phenyl]benzamide",Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,24826799.0,R23:850,,,BBB-,C,training
"InChI=1S/C29H28F4N4O4/c1-40-20-6-3-5-19(16-20)35-11-13-36(14-12-35)28-34-27-21(7-4-8-22(27)30)23(17-26(38)39)37(28)24-15-18(29(31,32)33)9-10-25(24)41-2/h3-10,15-16,23H,11-14,17H2,1-2H3,(H,38,39)/t23-/m0/s1",Letermovir,2-[(4S)-8-fluoro-2-[4-(3-methoxyphenyl)piperazin-1-yl]-3-[2-methoxy-5-(trifluoromethyl)phenyl]-4H-quinazolin-4-yl]acetic acid,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,45138674.0,R23:704,,,BBB-,C,test
"InChI=1S/C29H28FNO3/c30-23-6-4-5-21(19-23)27-13-7-22-20-24(32)8-14-28(22)29(27)34-26-11-9-25(10-12-26)33-18-17-31-15-2-1-3-16-31/h4-14,19-20,32H,1-3,15-18H2",6-(3-Fluorophenyl)-5-(4-(2-(Piperidin-1-Yl)Ethoxy)Phenoxy)Naphthalen-2-Ol,6-(3-fluorophenyl)-5-[4-(2-piperidin-1-ylethoxy)phenoxy]naphthalen-2-ol,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3cccc(F)c3)ccc2c1,44427373.0,R47:299,0.73,A,BBB+,A,training
"InChI=1S/C29H28FNO3/c30-23-7-4-21(5-8-23)27-14-6-22-20-24(32)9-15-28(22)29(27)34-26-12-10-25(11-13-26)33-19-18-31-16-2-1-3-17-31/h4-15,20,32H,1-3,16-19H2",6-(4-Fluorophenyl)-5-{4-[2-(Piperidin-1-Yl)Ethoxy]Phenoxy}Naphthalen-2-Ol,6-(4-fluorophenyl)-5-[4-(2-piperidin-1-ylethoxy)phenoxy]naphthalen-2-ol,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)cc3)ccc2c1,11720175.0,R47:298,1.25,A,BBB+,A,training
"InChI=1S/C29H28N2O4/c1-2-23(20-12-5-3-6-13-20)31-29(34)26-22-16-9-10-17-24(22)30-27(21-14-7-4-8-15-21)28(26)35-19-11-18-25(32)33/h3-10,12-17,23H,2,11,18-19H2,1H3,(H,31,34)(H,32,33)/t23-/m0/s1",Skb-E|4-[2-Phenyl-4-[[(1S)-1-Phenylpropyl]Carbamoyl]Quinolin-3-Yl]Oxybutanoic Acid,4-[2-phenyl-4-[[(1S)-1-phenylpropyl]carbamoyl]quinolin-3-yl]oxybutanoic acid,CC[C@H](NC(=O)c1c(OCCCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,9912474.0,R28:405,,,BBB-,B,training
"InChI=1S/C29H29NO4/c31-23-6-4-5-21(19-23)27-13-7-22-20-24(32)8-14-28(22)29(27)34-26-11-9-25(10-12-26)33-18-17-30-15-2-1-3-16-30/h4-14,19-20,31-32H,1-3,15-18H2",6-(3-Hydroxyphenyl)-5-(4-(2-(Piperidin-1-Yl)Ethoxy)Phenoxy)Naphthalen-2-Ol,6-(3-hydroxyphenyl)-5-[4-(2-piperidin-1-ylethoxy)phenoxy]naphthalen-2-ol,Oc1cccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)c1,12074176.0,R47:296,-0.57,A,BBB+,A,training
"InChI=1S/C29H29NO4/c31-23-7-4-21(5-8-23)27-14-6-22-20-24(32)9-15-28(22)29(27)34-26-12-10-25(11-13-26)33-19-18-30-16-2-1-3-17-30/h4-15,20,31-32H,1-3,16-19H2",6-(4-Hydroxyphenyl)-5-(4-(2-(Piperidin-1-Yl)Ethoxy)Phenoxy)Naphthalen-2-Ol,6-(4-hydroxyphenyl)-5-[4-(2-piperidin-1-ylethoxy)phenoxy]naphthalen-2-ol,Oc1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,9848501.0,R47:297,-0.77,A,BBB+,A,training
"InChI=1S/C29H30N6O6/c1-5-8-23-30-25(29(3,4)38)24(27(36)39-16-22-17(2)40-28(37)41-22)35(23)15-18-11-13-19(14-12-18)20-9-6-7-10-21(20)26-31-33-34-32-26/h6-7,9-14,38H,5,8,15-16H2,1-4H3,(H,31,32,33,34)",Olmesartan Medoxomil,"(5-methyl-2-oxo-1,3-dioxol-4-yl)methyl 5-(2-hydroxypropan-2-yl)-2-propyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazole-4-carboxylate",CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,130881.0,R23:792,,,BBB-,C,training
"InChI=1S/C29H31F2N3O/c30-24-12-8-22(9-13-24)27(23-10-14-25(31)15-11-23)7-4-18-33-19-16-29(17-20-33)28(35)32-21-34(29)26-5-2-1-3-6-26/h1-3,5-6,8-15,27H,4,7,16-21H2,(H,32,35)",Fluspirilene,"8-[4,4-bis(4-fluorophenyl)butyl]-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one",O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,3396.0,R6:1162|R14:100|R23:99,,,BBB+,C,training
"InChI=1S/C29H31N3O2/c33-29(20-23-8-12-27(13-9-23)34-22-24-6-2-1-3-7-24)30-26-11-10-25-14-17-32(28(25)21-26)19-18-31-15-4-5-16-31/h1-3,6-14,17,21H,4-5,15-16,18-20,22H2,(H,30,33)",Indole-Based Mchr1 Antagonist(2)|2-(4-Phenylmethoxyphenyl)-N-[1-(2-Pyrrolidin-1-Ylethyl)Indol-6-Yl]Acetamide,2-(4-phenylmethoxyphenyl)-N-[1-(2-pyrrolidin-1-ylethyl)indol-6-yl]acetamide,O=C(Cc1ccc(OCc2ccccc2)cc1)Nc1ccc2ccn(CCN3CCCC3)c2c1,70691333.0,R25:442,-0.59,A,BBB+,A,training
"InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)","Imatinib|Gleevec, Imatinib, Sti 571",4-[(4-methylpiperazin-1-yl)methyl]-N-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,5291.0,R23:672|R26:203,-1.5,A,BBB-,A,training
"InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15+,20-,21-,22+,24-,25-,26-,27-,29+/m1/s1",Etoposide,"(5S,5aR,8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,36462.0,R6:28|R12:79|R21:73|R23:585|R25:229|R28:203|R34:124|R39:44|R40:108|R47:268,-2.0,B,BBB-,A,training
"InChI=1S/C29H33FO4/c1-26-10-9-21(32)12-19(26)7-8-22-23-13-20-11-17-5-3-4-6-18(17)14-28(20,25(34)16-31)27(23,2)15-24(33)29(22,26)30/h3-6,9-10,12,20,22-24,31,33H,7-8,11,13-16H2,1-2H3/t20-,22+,23+,24+,26+,27+,28-,29+/m1/s1",Naflocort|Naflocortum,"(1S,2S,10S,11R,12S,14S,15S,24S)-11-fluoro-12-hydroxy-15-(2-hydroxyacetyl)-10,14-dimethylhexacyclo[12.11.0.02,11.05,10.015,24.017,22]pentacosa-5,8,17,19,21-pentaen-7-one",C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@H]4Cc5ccccc5C[C@@]4(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,6917657.0,R6:885,,,BBB+,C,training
"InChI=1S/C29H33FO6/c1-17-13-22-21-10-9-19-14-20(32)11-12-26(19,2)28(21,30)23(33)15-27(22,3)29(17,24(34)16-31)36-25(35)18-7-5-4-6-8-18/h4-8,11-12,14,17,21-23,31,33H,9-10,13,15-16H2,1-3H3/t17-,21-,22-,23-,26-,27-,28-,29-/m0/s1",Betamethasone-Benzoate|Betamethasone Benzoate,"[(8S,9R,10S,11S,13S,14S,16S,17R)-9-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] benzoate",C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,5282492.0,R6:775,,,BBB+,C,training
